2015-04-16 09:32:46.0180|WARN|thread: 1|StandardUserErrors|Showing user error Failed to create a new commit.
2015-04-16 08:54:16.2105|INFO|thread: 1|CommandLineToolsExtractor|Portable Git and Git LFS are already extracted
2015-04-16 08:54:16.2105|INFO|thread: 1|GitClient|Installing git lfs filters
2015-04-16 08:54:16.2105|INFO|thread: 1|GitEnvironment|Process set up with this SSH Agent info: 4056:/tmp/ssh-heORl7xFTR1i/agent.1736
2015-04-16 08:54:16.2105|INFO|thread: 1|GitEnvironment|PATH is D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;D:\Users\it3530218\AppData\Local\Apps\2.0\A57LPJ9Q.W65\EWC7JTK3.DP7\gith..tion_317444273a93ac29_0002.000d_7c798cfff9a06ed4;D:\Users\it3530218\AppData\Local\GitHub\lfs-x86_0.5.0-pre2;C:\Windows\Microsoft.NET\Framework\v4.0.30319;C:\Windows\System32
2015-04-16 08:54:16.2291|INFO|thread: 1|ProcessWrapper|Starting: Process - FileName: 'D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'lfs init ', Working Directory: D:\Users\it3530218\AppData\Local\Temp\
2015-04-16 08:54:16.2291|INFO|thread: 1|ReactiveScreen|Activating GitHub.ViewModels.ShellViewModel.
2015-04-16 08:54:16.2291|INFO|thread: 1|ReactiveScreen|Activating GitHub.ViewModels.DashboardViewModel.
2015-04-16 08:54:17.4674|INFO|thread: 1|PortablePackageManager|Already extracted gitignore.7z, returning 100%
2015-04-16 08:54:20.2048|INFO|thread:11|AsyncReaderWriterLock|Acquiring concurrent lock for operation 1: 'GetRecentBranchNames' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:20.2058|INFO|thread:11|AsyncReaderWriterLock|Acquired concurrent lock for operation 1: 'GetRecentBranchNames' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:20.3181|INFO|thread:18|GitEnvironment|Process set up with this SSH Agent info: 4056:/tmp/ssh-heORl7xFTR1i/agent.1736
2015-04-16 08:54:20.3181|INFO|thread:18|GitEnvironment|PATH is D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;D:\Users\it3530218\AppData\Local\Apps\2.0\A57LPJ9Q.W65\EWC7JTK3.DP7\gith..tion_317444273a93ac29_0002.000d_7c798cfff9a06ed4;D:\Users\it3530218\AppData\Local\GitHub\lfs-x86_0.5.0-pre2;C:\Windows\Microsoft.NET\Framework\v4.0.30319;C:\Windows\System32
2015-04-16 08:54:20.3181|INFO|thread:18|ProcessWrapper|Starting: Process - FileName: 'D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'log -g --abbrev-commit --pretty=oneline HEAD -n 2500 ', Working Directory: D:\Users\it3530218\Documents\GitHub\IT353Project\
2015-04-16 08:54:20.8914|INFO|thread: 4|GitClient|Loading commits for repo: D:\Users\it3530218\Documents\GitHub\IT353Project
2015-04-16 08:54:20.9343|INFO|thread: 4|RepositoryConnection|Loaded '5' commits for repo: D:\Users\it3530218\Documents\GitHub\IT353Project\.
2015-04-16 08:54:20.9871|INFO|thread: 6|AsyncReaderWriterLock|Released concurrent lock for operation 1: 'GetRecentBranchNames' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:22.0369|INFO|thread: 1|RepositoryHost|Log in from cache for login 'SilentArtifact' to host 'https://api.github.com/' SUCCEEDED
2015-04-16 08:54:22.0838|INFO|thread: 6|RepositoryConnection|Loaded '0' commits for repo: D:\Users\it3530218\Documents\GitHub\IT353Project\.
2015-04-16 08:54:22.2332|INFO|thread:18|ApplicationShellInitializer|Running post login tasks. ~/.gitconfig is set up with user.name = 'it353project' and user.email = ''
2015-04-16 08:54:22.4627|INFO|thread: 1|RepositoryViewModel|Refreshing all information for repo
2015-04-16 08:54:22.4940|INFO|thread:18|SSHKeyHelper|ssh-agent already running
2015-04-16 08:54:22.5057|INFO|thread:18|PortablePackageManager|Already extracted lfs-x86.7z, returning 100%
2015-04-16 08:54:22.5057|INFO|thread:18|GitEnvironment|Process set up with this SSH Agent info: 4056:/tmp/ssh-heORl7xFTR1i/agent.1736
2015-04-16 08:54:22.5057|INFO|thread:18|GitEnvironment|PATH is D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;D:\Users\it3530218\AppData\Local\Apps\2.0\A57LPJ9Q.W65\EWC7JTK3.DP7\gith..tion_317444273a93ac29_0002.000d_7c798cfff9a06ed4;D:\Users\it3530218\AppData\Local\GitHub\lfs-x86_0.5.0-pre2;C:\Windows\Microsoft.NET\Framework\v4.0.30319;C:\Windows\System32
2015-04-16 08:54:22.5311|INFO|thread:18|ProcessWrapper|Starting: Process - FileName: 'D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\ssh-add.exe', Args: '"D:\Users\it3530218\.ssh\github_rsa"', Working Directory: D:\Users\it3530218\AppData\Local\Temp\
2015-04-16 08:54:23.5233|INFO|thread: 6|SSHKeyHelper|Found existing SSH key pair
2015-04-16 08:54:23.5233|INFO|thread: 4|AsyncReaderWriterLock|Acquiring concurrent lock for operation 2: 'LoadHeadForRepo' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:23.5233|INFO|thread: 4|AsyncReaderWriterLock|Acquired concurrent lock for operation 2: 'LoadHeadForRepo' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:23.5497|INFO|thread:18|AsyncReaderWriterLock|Released concurrent lock for operation 2: 'LoadHeadForRepo' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:23.6356|INFO|thread: 4|AsyncReaderWriterLock|Acquiring concurrent lock for operation 3: 'LoadFilesInWorkingDirectory' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:23.6356|INFO|thread: 4|AsyncReaderWriterLock|Acquired concurrent lock for operation 3: 'LoadFilesInWorkingDirectory' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:23.6356|INFO|thread: 6|GitClient|Loading commits for repo: D:\Users\it3530218\Documents\GitHub\IT353Project
2015-04-16 08:54:23.6356|INFO|thread: 6|RepositoryConnection|Loaded '0' commits for repo: D:\Users\it3530218\Documents\GitHub\IT353Project\.
2015-04-16 08:54:23.6473|INFO|thread: 6|AsyncReaderWriterLock|Acquiring concurrent lock for operation 4: 'MergeStatus' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:23.6473|INFO|thread: 6|AsyncReaderWriterLock|Acquiring concurrent lock for operation 5: 'GetBranch' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:23.6473|INFO|thread: 6|GitClient|Loading commits for repo: D:\Users\it3530218\Documents\GitHub\IT353Project
2015-04-16 08:54:23.6590|INFO|thread: 6|RepositoryConnection|Loaded '24' commits for repo: D:\Users\it3530218\Documents\GitHub\IT353Project\.
2015-04-16 08:54:23.7538|INFO|thread:19|GitEnvironment|Process set up with this SSH Agent info: 4056:/tmp/ssh-heORl7xFTR1i/agent.1736
2015-04-16 08:54:23.7538|INFO|thread:19|GitEnvironment|PATH is D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;D:\Users\it3530218\AppData\Local\Apps\2.0\A57LPJ9Q.W65\EWC7JTK3.DP7\gith..tion_317444273a93ac29_0002.000d_7c798cfff9a06ed4;D:\Users\it3530218\AppData\Local\GitHub\lfs-x86_0.5.0-pre2;C:\Windows\Microsoft.NET\Framework\v4.0.30319;C:\Windows\System32
2015-04-16 08:54:23.7538|INFO|thread:19|ProcessWrapper|Starting: Process - FileName: 'D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'status --untracked-files=all --porcelain -z ', Working Directory: D:\Users\it3530218\Documents\GitHub\IT353Project\
2015-04-16 08:54:24.7997|INFO|thread:18|AsyncReaderWriterLock|Released concurrent lock for operation 3: 'LoadFilesInWorkingDirectory' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:24.7997|INFO|thread: 4|AsyncReaderWriterLock|Acquired concurrent lock for operation 4: 'MergeStatus' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:25.0185|INFO|thread: 4|AsyncReaderWriterLock|Acquired concurrent lock for operation 5: 'GetBranch' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:25.0185|INFO|thread:19|AsyncReaderWriterLock|Released concurrent lock for operation 4: 'MergeStatus' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:25.2431|INFO|thread:20|AsyncReaderWriterLock|Released concurrent lock for operation 5: 'GetBranch' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:25.5165|INFO|thread: 6|AsyncReaderWriterLock|Acquiring concurrent lock for operation 6: 'GetUniqueCommits' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:25.5165|INFO|thread: 6|AsyncReaderWriterLock|Acquired concurrent lock for operation 6: 'GetUniqueCommits' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:25.6494|INFO|thread:21|AsyncReaderWriterLock|Released concurrent lock for operation 6: 'GetUniqueCommits' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:26.0459|INFO|thread: 1|SyncButtonViewModel|Getting ahead/behind counts but skipping the fetch.
2015-04-16 08:54:26.0527|INFO|thread:11|RepositoryConnection|Detecting ahead/behind info for branch: master.
2015-04-16 08:54:26.0527|INFO|thread:11|RepositoryConnection|branch stats: ahead 0, behind 0
2015-04-16 08:54:26.1533|INFO|thread: 1|SyncButtonViewModel|Getting ahead/behind counts and running a full fetch.
2015-04-16 08:54:26.1728|INFO|thread:11|GitEnvironment|Process set up with this SSH Agent info: 4056:/tmp/ssh-heORl7xFTR1i/agent.1736
2015-04-16 08:54:26.1728|INFO|thread:11|GitEnvironment|PATH is D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;D:\Users\it3530218\AppData\Local\Apps\2.0\A57LPJ9Q.W65\EWC7JTK3.DP7\gith..tion_317444273a93ac29_0002.000d_7c798cfff9a06ed4;D:\Users\it3530218\AppData\Local\GitHub\lfs-x86_0.5.0-pre2;C:\Windows\Microsoft.NET\Framework\v4.0.30319;C:\Windows\System32
2015-04-16 08:54:26.1728|INFO|thread:11|ProcessWrapper|Starting: Process - FileName: 'D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'fetch origin --prune ', Working Directory: D:\Users\it3530218\Documents\GitHub\IT353Project\
2015-04-16 08:54:26.1875|INFO|thread: 4|AsyncReaderWriterLock|Acquiring concurrent lock for operation 7: 'FetchFromUpstreamRemote' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:26.1875|INFO|thread: 4|AsyncReaderWriterLock|Acquired concurrent lock for operation 7: 'FetchFromUpstreamRemote' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:26.3037|INFO|thread:20|AsyncReaderWriterLock|Released concurrent lock for operation 7: 'FetchFromUpstreamRemote' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:26.3242|INFO|thread: 1|RepositoryViewModel|Created Shadow Backup for Repo: D:\Users\it3530218\Documents\GitHub\IT353Project => d7155fc8374d0de70c106733085125a90bc85369 in 1,527ms
2015-04-16 08:54:27.1367|INFO|thread:11|RepositoryConnection|Detecting ahead/behind info for branch: master.
2015-04-16 08:54:27.1367|INFO|thread:11|RepositoryConnection|branch stats: ahead 0, behind 0
2015-04-16 08:54:28.7657|INFO|thread: 1|BranchesViewModel|Checking out branch 'refs/heads/Gromer'
2015-04-16 08:54:28.8243|INFO|thread:11|AsyncReaderWriterLock|Acquiring exclusive lock for operation 8: 'CheckoutBranch' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:28.8243|INFO|thread:11|AsyncReaderWriterLock|Acquired exclusive lock for operation 8: 'CheckoutBranch' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:28.9014|INFO|thread:19|GitEnvironment|Process set up with this SSH Agent info: 4056:/tmp/ssh-heORl7xFTR1i/agent.1736
2015-04-16 08:54:28.9014|INFO|thread:19|GitEnvironment|PATH is D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;D:\Users\it3530218\AppData\Local\Apps\2.0\A57LPJ9Q.W65\EWC7JTK3.DP7\gith..tion_317444273a93ac29_0002.000d_7c798cfff9a06ed4;D:\Users\it3530218\AppData\Local\GitHub\lfs-x86_0.5.0-pre2;C:\Windows\Microsoft.NET\Framework\v4.0.30319;C:\Windows\System32
2015-04-16 08:54:28.9014|INFO|thread:19|ProcessWrapper|Starting: Process - FileName: 'D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'branch --track Gromer origin/Gromer ', Working Directory: D:\Users\it3530218\Documents\GitHub\IT353Project\
2015-04-16 08:54:28.9815|INFO|thread: 4|ExclusiveRepositoryConnection|Checking out treeish: D:\Users\it3530218\Documents\GitHub\IT353Project\@Gromer
2015-04-16 08:54:28.9883|INFO|thread: 4|GitLfsSmudgeTail|Setting Git LFS smudge progress environment variable
2015-04-16 08:54:28.9883|INFO|thread: 4|GitEnvironment|Process set up with this SSH Agent info: 4056:/tmp/ssh-heORl7xFTR1i/agent.1736
2015-04-16 08:54:28.9883|INFO|thread: 4|GitEnvironment|PATH is D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;D:\Users\it3530218\AppData\Local\Apps\2.0\A57LPJ9Q.W65\EWC7JTK3.DP7\gith..tion_317444273a93ac29_0002.000d_7c798cfff9a06ed4;D:\Users\it3530218\AppData\Local\GitHub\lfs-x86_0.5.0-pre2;C:\Windows\Microsoft.NET\Framework\v4.0.30319;C:\Windows\System32
2015-04-16 08:54:28.9883|INFO|thread: 4|ProcessWrapper|Starting: Process - FileName: 'D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'checkout Gromer ', Working Directory: D:\Users\it3530218\Documents\GitHub\IT353Project\
2015-04-16 08:54:29.0577|INFO|thread: 4|GitLfsSmudgeTail|Cleaning up Git LFS smudge progress environment variable
2015-04-16 08:54:29.0577|INFO|thread: 4|AsyncReaderWriterLock|Released exclusive lock for operation 8: 'CheckoutBranch' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:29.0792|INFO|thread:18|AsyncReaderWriterLock|Acquiring concurrent lock for operation 9: 'MergeStatus' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:29.0792|INFO|thread:18|AsyncReaderWriterLock|Acquired concurrent lock for operation 9: 'MergeStatus' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:29.0792|INFO|thread: 6|AsyncReaderWriterLock|Acquiring concurrent lock for operation 10: 'GetBranch' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:29.0792|INFO|thread: 6|AsyncReaderWriterLock|Acquiring concurrent lock for operation 11: 'LoadFilesInWorkingDirectory' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:29.0850|INFO|thread:20|AsyncReaderWriterLock|Released concurrent lock for operation 9: 'MergeStatus' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:29.0850|INFO|thread:18|AsyncReaderWriterLock|Acquired concurrent lock for operation 10: 'GetBranch' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:29.0850|INFO|thread:21|AsyncReaderWriterLock|Released concurrent lock for operation 10: 'GetBranch' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:29.0850|INFO|thread:18|AsyncReaderWriterLock|Acquired concurrent lock for operation 11: 'LoadFilesInWorkingDirectory' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:29.0850|INFO|thread: 6|AsyncReaderWriterLock|Acquiring concurrent lock for operation 12: 'GetUniqueCommits' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:29.0968|INFO|thread:22|GitEnvironment|Process set up with this SSH Agent info: 4056:/tmp/ssh-heORl7xFTR1i/agent.1736
2015-04-16 08:54:29.0968|INFO|thread:22|GitEnvironment|PATH is D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\cmd;D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin;D:\Users\it3530218\AppData\Local\Apps\2.0\A57LPJ9Q.W65\EWC7JTK3.DP7\gith..tion_317444273a93ac29_0002.000d_7c798cfff9a06ed4;D:\Users\it3530218\AppData\Local\GitHub\lfs-x86_0.5.0-pre2;C:\Windows\Microsoft.NET\Framework\v4.0.30319;C:\Windows\System32
2015-04-16 08:54:29.0968|INFO|thread:22|ProcessWrapper|Starting: Process - FileName: 'D:\Users\it3530218\AppData\Local\GitHub\PortableGit_c2ba306e536fdf878271f7fe636a147ff37326ad\bin\git.exe', Args: 'status --untracked-files=all --porcelain -z ', Working Directory: D:\Users\it3530218\Documents\GitHub\IT353Project\
2015-04-16 08:54:29.5938|INFO|thread:18|AsyncReaderWriterLock|Acquired concurrent lock for operation 12: 'GetUniqueCommits' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:29.6056|INFO|thread: 4|AsyncReaderWriterLock|Released concurrent lock for operation 11: 'LoadFilesInWorkingDirectory' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:29.7452|INFO|thread:21|AsyncReaderWriterLock|Released concurrent lock for operation 12: 'GetUniqueCommits' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:29.8595|INFO|thread: 6|GitClient|Loading commits for repo: D:\Users\it3530218\Documents\GitHub\IT353Project
2015-04-16 08:54:29.8946|INFO|thread: 6|RepositoryConnection|Loaded '0' commits for repo: D:\Users\it3530218\Documents\GitHub\IT353Project\.
2015-04-16 08:54:30.2316|INFO|thread:18|GitClient|Loading commits for repo: D:\Users\it3530218\Documents\GitHub\IT353Project
2015-04-16 08:54:30.2423|INFO|thread:18|RepositoryConnection|Loaded '24' commits for repo: D:\Users\it3530218\Documents\GitHub\IT353Project\.
2015-04-16 08:54:30.4884|INFO|thread: 1|SyncButtonViewModel|Refresh ahead/behind counts skipped because branch isn't published: refs/heads/Gromer
2015-04-16 08:54:49.1874|INFO|thread: 6|AsyncReaderWriterLock|Acquiring exclusive lock for operation 13: 'CreateCommit' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
2015-04-16 08:54:49.1874|INFO|thread: 6|AsyncReaderWriterLock|Acquired exclusive lock for operation 13: 'CreateCommit' on resource D:\Users\it3530218\Documents\GitHub\IT353Project\.git
